Unnamed: 0.1,Unnamed: 0,FirstObjectDistance_X,FirstObjectDistance_Y,SecondObjectDistance_X,SecondObjectDistance_Y,ThirdObjectDistance_X,ThirdObjectDistance_Y,FourthObjectDistance_X,FourthObjectDistance_Y,VehicleSpeed,FirstObjectSpeed_X,FirstObjectSpeed_Y,SecondObjectSpeed_X,SecondObjectSpeed_Y,ThirdObjectSpeed_X,ThirdObjectSpeed_Y,FourthObjectSpeed_X,FourthObjectSpeed_Y,YawRate,Timestamp
10,10,64.11189516129032,11.28125,42.599798387096776,-9.1015625,23.979082661290334,-9.703125,33.97404233870969,-11.5859375,0.0,-0.0078125,0.0,0.015625,-0.00390625,-0.0703125,-0.15234375,-0.0078125,0.02734375,0.0,34.20280928
11,11,64.11189516129032,11.296875,42.59954637096775,-9.1640625,23.960181451612897,-9.6953125,35.455645161290334,-11.5390625,0.0,0.0078125,0.00390625,0.0,-0.03125,-0.06640625,-0.1328125,0.00390625,0.01953125,0.0,34.30003442
12,12,64.11189516129033,11.265625,42.59929435483871,-9.1640625,23.940272177419356,-9.6875,36.93750000000001,-11.578125,0.0,0.00390625,0.0,0.00390625,-0.0234375,-0.07421875,-0.12890625,0.0234375,-0.01171875,0.0,34.39529477
13,13,64.11164314516128,11.2890625,42.59954637096775,-9.140625,23.91910282258065,-9.71875,38.41985887096775,-11.578125,0.0,-0.01171875,0.00390625,0.0078125,0.00390625,-0.078125,-0.1484375,-0.0078125,0.02734375,0.0,34.49498853
14,14,64.11189516129032,11.2734375,42.597782258064505,-9.2109375,23.137348790322584,-9.6796875,39.90272177419355,-11.53125,0.0,0.00390625,0.0,0.01171875,-0.0390625,-0.0625,-0.13671875,-0.0078125,0.01171875,0.0,34.59044168
15,15,64.11088709677419,11.28125,42.5945060483871,-9.1484375,22.355342741935488,-9.703125,38.354082661290334,-11.390625,0.0,0.0,0.0,0.01171875,0.0234375,-0.07421875,-0.11328125,-0.015625,0.07421875,0.0,34.68705797
16,16,64.10987903225805,11.3125,42.591229838709694,-9.1796875,21.573336693548402,-9.6875,36.80544354838711,-11.453125,0.0,0.0,0.00390625,0.0,0.00390625,-0.06640625,-0.109375,0.015625,0.015625,0.0,34.7840153
17,17,64.10962701612902,11.28125,42.588709677419345,-9.171875,20.79158266129033,-9.6484375,38.28704637096776,-11.4921875,0.0,-0.01171875,0.0,0.0,0.00390625,-0.05078125,-0.08984375,0.0,-0.0078125,0.0,34.88199575
18,18,64.10861895161291,11.2890625,42.58744959677419,-9.1015625,21.181451612903228,-9.609375,39.7686491935484,-11.453125,0.0,-0.0078125,0.0,-0.0234375,0.06640625,-0.03125,-0.0625,-0.01171875,0.03515625,0.0,34.97947714
19,19,64.11113911290323,11.28125,42.587197580645146,-9.078125,21.571068548387103,-9.5703125,41.24949596774195,-11.4765625,0.0,0.01171875,0.0,-0.0078125,0.0546875,-0.03125,-0.0546875,0.0,0.01171875,0.0,35.07691152
20,20,64.11265120967741,11.265625,42.58795362903227,-9.03125,21.960181451612918,-9.5390625,42.73009072580647,-11.4609375,0.0,0.00390625,0.0,0.0,0.046875,0.015625,0.01953125,-0.01171875,0.0234375,0.0,35.17399987
21,21,64.11466733870968,11.2578125,42.58896169354839,-9.015625,22.35055443548387,-9.5078125,44.210685483870975,-11.453125,0.0,0.0,-0.00390625,-0.01953125,0.0625,0.0390625,0.06640625,0.01171875,0.01171875,0.0,35.26958304
22,22,64.11693548387098,11.2578125,42.59047379032258,-9.0546875,22.741935483870968,-9.484375,43.594758064516135,-11.46875,0.0,0.0078125,0.0,0.01953125,-0.0234375,0.015625,0.06640625,-0.07421875,0.07421875,0.0,35.36691741
23,23,64.11895161290323,11.265625,42.59148185483871,-9.0234375,23.135332661290324,-9.453125,42.98336693548387,-11.3828125,0.0,0.0390625,0.0,0.0625,-0.01171875,0.0390625,0.08203125,0.0078125,0.05859375,0.0,35.46439965
24,24,64.12096774193549,11.2734375,42.59097782258064,-9.109375,23.530493951612907,-9.40625,44.462197580645174,-11.375,0.0,0.046875,0.00390625,0.0078125,-0.0234375,0.0625,0.10546875,0.02734375,-0.0078125,0.0,35.56279068
25,25,64.12373991935483,11.2890625,42.589969758064505,-9.2109375,23.92817540322581,-9.40625,45.94178427419355,-11.390625,0.0,-0.01953125,0.0,0.05859375,-0.109375,0.05859375,0.125,-0.00390625,-0.0078125,0.0,35.66178378
26,26,64.12651209677419,11.2734375,42.58719758064515,-9.1796875,24.327116935483875,-9.40625,45.93523185483871,-11.375,0.0,-0.0078125,0.0,0.02734375,-0.01171875,0.03515625,0.04296875,-0.015625,0.0234375,0.0,35.76033584
27,27,64.12953629032258,11.265625,42.583921370967744,-9.234375,24.727822580645164,-9.40625,45.93019153225808,-11.3828125,0.0,0.0,0.0,0.01953125,-0.03515625,0.015625,0.015625,-0.01171875,0.015625,0.0,35.85745373
28,28,64.13306451612901,11.2734375,41.21018145161292,-9.203125,25.12978830645162,-9.40625,45.925403225806456,-11.359375,0.0,0.01953125,0.0,0.02734375,0.0,0.01171875,-0.05078125,0.00390625,0.01953125,0.0,35.95469263
29,29,64.13583669354837,11.2734375,39.83618951612904,-9.2890625,25.533266129032263,0.0,45.92011088709678,-11.3046875,0.0,0.00390625,0.0,-0.01171875,-0.04296875,0.0,0.0,0.01171875,0.03515625,0.0,36.05111645
30,30,64.13785282258064,11.2578125,38.462449596774185,-9.3515625,25.937752016129036,0.0,45.91658266129032,-11.296875,0.0,0.0,-0.00390625,-0.0546875,-0.05078125,0.0,0.0,0.01171875,0.0,0.0,36.14772528
31,31,64.14012096774194,11.2578125,38.54158266129032,-9.453125,26.344254032258064,0.0,45.91305443548388,-11.3203125,0.0,0.0,0.0,-0.0390625,-0.09375,0.0,0.0,0.0,0.0,0.0,36.24499419
32,32,64.14238911290323,11.2578125,38.620715725806456,-9.4609375,26.752016129032274,0.0,44.43044354838711,-11.3671875,0.0,0.0,0.0,0.03515625,-0.09375,0.0,0.0,0.01171875,-0.02734375,0.0,36.34247713
33,33,64.14465725806454,11.25,38.701108870967744,-9.375,27.161038306451623,-9.4921875,42.948840725806456,-11.4453125,0.0,0.00390625,0.0,0.0078125,0.0,-0.015625,-0.02734375,-0.015625,-0.0390625,0.0,36.44078008
34,34,64.14667338709677,11.40625,38.780745967741936,-9.3125,27.571572580645167,-9.515625,41.46673387096775,-11.4609375,0.0,-0.01171875,0.00390625,-0.00390625,0.046875,-0.01171875,-0.04296875,-0.03515625,-0.02734375,0.0,36.53955946
35,35,64.14818548387098,11.3203125,38.86164314516129,-9.1953125,27.983114919354833,-9.515625,41.356602822580655,-11.5390625,0.0,0.00390625,-0.0078125,0.03515625,0.08203125,-0.00390625,-0.03125,-0.0390625,-0.05078125,0.0,36.63787579
36,36,64.14894153225806,11.2890625,38.943548387096776,-9.171875,28.39339717741936,-9.5703125,41.24621975806451,-11.5625,0.0,0.015625,-0.01171875,0.01171875,0.08203125,0.00390625,-0.06640625,-0.03125,-0.046875,0.0,36.73644914
37,37,64.15070564516128,11.2734375,39.02368951612904,-9.171875,27.629284274193562,-9.578125,39.76411290322581,-11.578125,0.0,0.01171875,-0.01171875,-0.0078125,0.0703125,0.00390625,-0.0546875,-0.05078125,-0.05859375,0.0,36.83402539
38,38,64.15171370967742,11.28125,39.102822580645146,-9.234375,28.238155241935477,-9.46875,38.28150201612904,-11.6484375,0.0,0.0,-0.00390625,0.0625,-0.05859375,0.01171875,0.046875,-0.04296875,-0.05859375,0.0,36.93292878
39,39,64.15070564516128,11.28125,39.180443548387096,-9.296875,28.847530241935484,-9.4296875,36.79813508064517,-11.6796875,0.0,0.0234375,-0.00390625,-0.02734375,-0.04296875,0.0234375,0.046875,-0.02734375,-0.05859375,0.0,37.02924889
40,40,64.15045362903227,11.2890625,39.25806451612903,-9.34375,29.4553931451613,-9.3359375,35.31628024193548,-11.578125,0.0,0.01953125,0.0,-0.03125,-0.0546875,0.03125,0.0859375,-0.01171875,0.0078125,0.0,37.12533499
41,41,64.15045362903227,11.296875,39.336189516129025,-9.4453125,28.690020161290317,-9.3125,33.83518145161291,-11.3359375,0.0,0.01171875,0.00390625,-0.0234375,-0.11328125,0.03125,0.07421875,0.01953125,0.0703125,0.0,37.22271922
42,42,64.15020161290323,11.3046875,39.413054435483865,-9.5,27.926159274193555,-9.265625,32.35357862903226,-11.2890625,0.0,0.015625,0.00390625,0.0234375,-0.14453125,0.02734375,0.08203125,0.01953125,0.08203125,0.0,37.31860629
43,43,64.14994959677419,11.3046875,39.488911290322584,0.0,27.16381048387097,-9.2890625,30.871723790322587,-11.34375,0.0,0.015625,0.00390625,0.0,0.0,0.01953125,0.03125,0.015625,0.02734375,0.0,37.41643956
44,44,64.14919354838709,11.296875,39.565272177419345,0.0,26.40272177419356,-9.3359375,29.38936491935484,-11.203125,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0078125,0.02734375,0.0546875,0.0,37.51311938
45,45,64.14818548387098,11.28125,39.64188508064518,0.0,26.402721774193555,-9.3671875,27.906502016129036,-11.0546875,0.0,-0.01171875,-0.00390625,0.0,0.0,-0.03125,0.00390625,0.0546875,0.0703125,0.0,37.61123549
46,46,64.14768145161291,11.2734375,39.719254032258064,-10.484375,26.402721774193548,-9.3125,26.42489919354839,-10.9609375,0.0,-0.00390625,-0.00390625,0.0546875,0.11328125,0.00390625,0.015625,0.046875,0.0859375,0.0,37.70954061
47,47,64.14616935483872,11.2890625,39.795866935483865,-10.515625,26.40272177419354,-9.3671875,24.943296370967754,0.0,0.0,0.0,0.00390625,0.03125,0.05859375,-0.01171875,-0.015625,0.0,0.0,0.0,37.80781673
48,48,64.14541330645162,11.28125,39.871471774193544,-10.4140625,26.40272177419354,-9.328125,23.4616935483871,0.0,0.0,-0.0078125,0.0,0.00390625,0.1171875,0.00390625,0.0,0.0,0.0,0.0,37.90438466
49,49,64.14465725806451,11.2890625,39.94581653225807,-10.4140625,25.230594758064516,-9.234375,21.980090725806463,0.0,0.0,-0.0078125,0.0,0.015625,0.0390625,0.01171875,0.046875,0.0,0.0,0.0,38.00178369
50,50,64.14112903225806,11.2890625,40.01915322580644,-10.2734375,24.058719758064512,-9.234375,20.499243951612907,-9.3125,0.0,0.0078125,0.00390625,0.02734375,0.09375,0.015625,0.03125,0.03125,-0.0234375,0.0,38.10014982
51,51,64.1383568548387,11.265625,40.091481854838705,-10.2265625,22.886844758064512,-9.2578125,19.018649193548395,-9.3359375,0.0,0.00390625,0.0,0.01171875,0.09375,0.0,0.0078125,-0.0234375,0.01171875,0.0,38.19873598
52,52,64.13508064516128,11.265625,40.162802419354854,-10.3359375,21.714969758064516,0.0,17.53805443548388,0.0,0.0,0.01953125,0.0,0.0234375,0.0,0.0,0.0,0.0,0.0,0.0,38.29560994
53,53,64.13180443548387,11.25,40.23311491935484,-10.4140625,20.54334677419355,-9.2734375,16.059223790322594,0.0,0.0,-0.0078125,-0.00390625,-0.015625,-0.03515625,-0.01171875,0.0234375,0.0,0.0,0.0,38.39256191
54,54,64.1287802419355,11.25,40.30342741935483,-10.5,19.370967741935484,-9.1796875,14.580393145161292,0.0,0.0,-0.01171875,0.0,-0.02734375,-0.06640625,0.02734375,0.0546875,0.0,0.0,0.0,38.48997618
55,55,64.12575604838709,11.265625,40.37550403225805,-10.5078125,18.198336693548388,-9.2265625,13.101562500000004,0.0,0.0,0.015625,0.0,0.0,-0.0703125,0.015625,0.0078125,0.0,0.0,0.0,38.58919312
56,56,64.12298387096774,11.2890625,40.44707661290323,-10.5859375,17.0249495967742,0.0,11.62197580645162,0.0,0.0,-0.01171875,0.0,-0.03125,-0.078125,0.0,0.0,0.0,0.0,0.0,38.68567678
57,57,64.11995967741936,11.28125,40.51990927419355,-10.6953125,15.851562499999996,0.0,10.142389112903226,0.0,0.0,-0.0078125,0.0,-0.05859375,-0.08203125,0.0,0.0,0.0,0.0,0.0,38.78309553
58,58,64.11617943548389,11.296875,40.59349798387096,-10.7578125,14.677923387096769,0.0,8.662046370967742,0.0,0.0,0.0078125,0.00390625,-0.05078125,-0.09765625,0.0,0.0,0.0,0.0,0.0,38.87996123
59,59,64.11189516129032,11.28125,42.03679435483871,-10.71875,13.504284274193548,0.0,7.181703629032262,0.0,0.0,0.0078125,0.0,-0.015625,-0.046875,0.0,0.0,0.0,0.0,0.0,38.97880013
60,60,64.10710685483872,11.2578125,43.48059475806452,-10.8515625,12.330897177419352,0.0,5.70211693548387,0.0,0.0,0.01171875,-0.00390625,-0.0625,-0.0703125,0.0,0.0,0.0,0.0,0.0,39.07716198
61,61,64.10231854838707,11.2734375,44.92439516129032,-10.90625,11.157762096774201,0.0,4.2227822580645205,0.0,0.0,0.0078125,0.0,-0.0390625,-0.09375,0.0,0.0,0.0,0.0,0.0,39.17690497
62,62,64.09778225806451,11.265625,44.91532258064515,-10.9921875,9.984374999999995,0.0,2.7436995967741966,0.0,0.0,0.00390625,0.0,-0.0234375,-0.12109375,0.0,0.0,0.0,0.0,0.0,39.27224252
63,63,64.09349798387096,11.2734375,44.90801411290323,-10.9609375,8.811239919354833,0.0,2.7436995967741966,0.0,0.0,0.0,0.0,0.0,-0.09375,0.0,0.0,0.0,0.0,0.0,39.36804211
64,64,64.08845766129032,11.2890625,44.899697580645174,-10.9609375,7.637852822580645,0.0,2.7436995967741917,0.0,0.0,-0.00390625,0.00390625,-0.03125,-0.0234375,0.0,0.0,0.0,0.0,0.0,39.46577553
65,65,64.0836693548387,11.2578125,44.8913810483871,-10.9921875,6.46421370967742,0.0,2.7436995967741953,0.0,0.0,0.0078125,-0.00390625,0.01953125,-0.05859375,0.0,0.0,0.0,0.0,0.0,39.56269102
66,66,64.07913306451614,11.25,44.8805443548387,-10.921875,5.290574596774195,0.0,1.3717237903225867,0.0,0.0,0.0078125,-0.00390625,0.0078125,0.00390625,0.0,0.0,0.0,0.0,0.0,39.65978652
67,67,64.0758568548387,11.2578125,43.42439516129031,-10.921875,4.117187499999995,0.0,8.421247238638225e-16,0.0,0.0,0.0234375,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,39.75720407
68,68,64.07232862903226,11.2578125,44.06602822580646,-10.96875,4.117187500000002,0.0,-1.684249447727645e-15,0.0,0.0,-0.01171875,0.0,-0.02734375,0.0,0.0,0.0,0.0,0.0,0.0,39.8544706
69,69,64.06829637096776,11.25,44.70992943548387,-11.015625,2.7454637096774186,0.0,8.421247238638225e-16,0.0,0.0,0.0078125,0.0,-0.0078125,-0.03515625,0.0,0.0,0.0,0.0,0.0,39.94922883
70,70,64.06527217741936,11.265625,45.35609879032258,-10.8515625,1.3724798387096766,0.0,1.684249447727645e-15,0.0,0.0,0.00390625,0.00390625,0.01953125,0.01953125,0.0,0.0,0.0,0.0,0.0,40.04657137
71,71,64.06123991935485,11.2578125,46.00378024193548,-10.7109375,-8.421247238638224e-15,0.0,3.36849889545529e-15,0.0,0.0,0.00390625,0.0,0.01953125,0.04296875,0.0,0.0,0.0,0.0,0.0,40.14370288
72,72,64.05745967741936,11.2421875,46.662802419354826,-10.71875,0.0,0.0,-3.36849889545529e-15,0.0,0.0,-0.00390625,0.0,0.0078125,0.03125,0.0,0.0,0.0,0.0,0.0,40.24026833
73,73,64.05367943548387,11.25,47.323840725806456,-10.7421875,2.5263741715914674e-15,0.0,-8.421247238638225e-16,0.0,0.0,-0.00390625,0.0,0.0390625,-0.00390625,0.0,0.0,0.0,0.0,0.0,40.33761086
74,74,64.04989919354838,11.25,45.87424395161288,-10.7890625,-2.5263741715914674e-15,0.0,4.210623619319112e-15,0.0,0.0,-0.0078125,0.00390625,0.0546875,-0.03515625,0.0,0.0,0.0,0.0,0.0,40.43427431
75,75,64.0461189516129,11.25,44.42338709677419,-10.53125,-1.684249447727645e-15,0.0,2.5263741715914674e-15,0.0,0.0,-0.01953125,0.00390625,0.0546875,0.0625,0.0,0.0,0.0,0.0,0.0,40.52990111
76,76,64.04208669354837,11.2421875,42.97379032258065,-10.453125,0.0,0.0,-4.210623619319112e-15,0.0,0.0,0.0234375,0.00390625,0.0,0.1015625,0.0,0.0,0.0,0.0,0.0,40.62762115
77,77,64.03881048387098,11.2578125,44.12096774193549,-10.3828125,3.36849889545529e-15,0.0,-8.421247238638225e-16,0.0,0.0,0.0078125,0.00390625,0.015625,0.08203125,0.0,0.0,0.0,0.0,0.0,40.72474813
78,78,64.03578629032259,11.25,45.26915322580644,-10.09375,-2.5263741715914674e-15,0.0,4.210623619319112e-15,0.0,0.0,-0.0078125,0.0,0.05859375,0.1484375,0.0,0.0,0.0,0.0,0.0,40.82077098
79,79,64.03175403225805,11.234375,46.418346774193544,-10.125,0.0,0.0,8.421247238638225e-16,0.0,0.0,-0.01171875,0.0,0.04296875,0.08984375,0.0,0.0,0.0,0.0,0.0,40.91775794
80,80,64.02696572580646,11.234375,47.556451612903224,-10.1171875,-6.73699779091058e-15,0.0,-6.73699779091058e-15,0.0,0.0,0.015625,0.0,0.05859375,0.05859375,0.0,0.0,0.0,0.0,0.0,41.01400082
81,81,64.02192540322582,11.2265625,48.69657258064517,-10.0625,-8.421247238638225e-16,0.0,-5.894873067046758e-15,0.0,0.0,0.0,-0.00390625,0.01953125,0.0546875,0.0,0.0,0.0,0.0,0.0,41.11128581
82,82,64.0178931451613,11.2578125,49.837449596774185,0.0,2.5263741715914674e-15,0.0,1.684249447727645e-15,0.0,0.0,-0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.2085308
83,83,64.01436491935485,11.2578125,50.97177419354839,-0.375,-5.052748343182935e-15,0.0,-5.052748343182935e-15,0.0,0.0,0.01171875,0.00390625,0.33984375,0.08984375,0.0,0.0,0.0,0.0,0.0,41.30605482
84,84,64.01134072580646,11.25,52.10761088709676,-0.3671875,-5.052748343182935e-15,0.0,-8.421247238638224e-15,0.0,0.0,0.0078125,0.00390625,0.34375,0.0703125,0.0,0.0,0.0,0.0,0.0,41.40316979
85,85,64.00831653225805,11.25,53.23840725806452,-0.359375,5.052748343182935e-15,0.0,-4.210623619319112e-15,0.0,0.0,0.01171875,0.0,0.34375,0.0390625,0.0,0.0,0.0,0.0,0.0,41.50069501
86,86,64.00529233870967,11.25,54.370715725806456,-0.359375,-1.684249447727645e-15,0.0,-4.210623619319112e-15,0.0,0.0,0.015625,0.0,0.34765625,0.02734375,0.0,0.0,0.0,0.0,0.0,41.59760025
87,87,64.00126008064515,11.2578125,55.50604838709679,-0.3203125,-2.5263741715914674e-15,0.0,1.684249447727645e-15,0.0,0.0,-0.015625,0.0,0.3984375,0.02734375,0.0,0.0,0.0,0.0,0.0,41.69664374
88,88,63.99798387096774,11.2578125,56.63634072580646,-0.3203125,-5.052748343182935e-15,0.0,-7.579122514774402e-15,0.0,0.0,-0.01171875,0.0,0.3984375,0.01953125,0.0,0.0,0.0,0.0,0.0,41.79297791
89,89,63.995463709677416,11.265625,57.76890120967742,0.0,8.421247238638225e-16,0.0,-8.421247238638225e-16,0.0,0.0,-0.0078125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.8903072
90,90,63.9936995967742,11.265625,58.90372983870968,0.0,-7.579122514774402e-15,0.0,-4.210623619319112e-15,0.0,0.0,0.0234375,0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.98650535
91,91,63.992187499999986,11.2421875,60.03931451612903,0.0,4.210623619319112e-15,0.0,-8.421247238638224e-15,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.08394165
92,92,63.98966733870968,11.25,61.16834677419355,-11.3515625,-8.421247238638225e-16,0.0,-9.263371962502048e-15,0.0,0.0,0.0078125,0.0,0.03125,0.01171875,0.0,0.0,0.0,0.0,0.0,42.181794
93,93,63.987903225806456,11.234375,62.291834677419374,-11.40625,-3.36849889545529e-15,0.0,-3.36849889545529e-15,0.0,0.0,0.0,0.0,0.01953125,-0.00390625,0.0,0.0,0.0,0.0,0.0,42.27903028
94,94,63.9858870967742,11.2421875,63.41633064516128,-11.2421875,-7.579122514774402e-15,0.0,-5.052748343182935e-15,0.0,0.0,-0.01171875,0.0,-0.0078125,0.03515625,0.0,0.0,0.0,0.0,0.0,42.3749504
95,95,63.985383064516135,11.2265625,64.54309475806453,-11.3984375,-1.010549668636587e-14,0.0,-1.2631870857957338e-14,0.0,0.0,-0.01953125,-0.00390625,0.01171875,-0.03515625,0.0,0.0,0.0,0.0,0.0,42.47226459
96,96,63.985131048387096,11.21875,65.67237903225808,-11.46875,-8.421247238638225e-16,0.0,-2.021099337273174e-14,0.0,0.0,-0.0234375,-0.00390625,0.05859375,-0.046875,0.0,0.0,0.0,0.0,0.0,42.56916368
97,97,63.98487903225804,11.2265625,66.79813508064515,-11.609375,-5.894873067046758e-15,0.0,-1.1789746134093515e-14,0.0,0.0,-0.01953125,-0.00390625,-0.02734375,-0.03515625,0.0,0.0,0.0,0.0,0.0,42.66425679
98,98,63.98311491935484,11.2421875,69.37046370967741,-11.6015625,0.0,0.0,-5.894873067046758e-15,0.0,0.0,0.0,0.00390625,-0.01953125,-0.0546875,0.0,0.0,0.0,0.0,0.0,42.76037589
99,99,63.98109879032256,11.2421875,69.84828629032258,-11.6796875,-5.894873067046758e-15,0.0,-8.421247238638224e-15,0.0,0.0,0.0234375,0.00390625,-0.0234375,-0.05078125,0.0,0.0,0.0,0.0,0.0,42.855661
100,100,63.98009072580644,11.2578125,70.32762096774194,-11.7578125,0.0,0.0,-6.73699779091058e-15,0.0,0.0,0.0078125,0.00390625,0.01953125,-0.08984375,0.0,0.0,0.0,0.0,0.0,42.9513741
101,101,63.97933467741934,11.25,70.8069556451613,-11.7734375,-8.421247238638225e-16,0.0,-4.210623619319112e-15,0.0,0.0,0.00390625,0.0,0.01953125,-0.05078125,0.0,0.0,0.0,0.0,0.0,43.04798919
102,102,63.97883064516128,11.2421875,71.28024193548387,-11.734375,-5.052748343182935e-15,0.0,-8.421247238638225e-16,0.0,0.0,-0.00390625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.14414829
103,103,63.97832661290323,11.234375,71.74596774193547,-11.734375,-6.73699779091058e-15,0.0,-1.010549668636587e-14,0.0,0.0,-0.0078125,0.0,0.01171875,-0.02734375,0.0,0.0,0.0,0.0,0.0,43.23993939
104,104,63.97782258064516,11.2265625,72.21270161290323,-11.75,-4.210623619319112e-15,0.0,-1.010549668636587e-14,0.0,0.0,-0.0078125,0.0,-0.00390625,0.00390625,0.0,0.0,0.0,0.0,0.0,43.33654648
105,105,63.977570564516135,11.2265625,74.78956653225806,-11.7421875,-2.5263741715914674e-15,0.0,-4.210623619319112e-15,0.0,0.0,0.0,0.0,0.05078125,0.0,0.0,0.0,0.0,0.0,0.0,43.43366977
106,106,63.97757056451612,11.234375,77.36038306451613,-11.8125,-3.36849889545529e-15,0.0,-4.210623619319112e-15,0.0,0.0,0.03515625,0.00390625,0.05859375,-0.00390625,0.0,0.0,0.0,0.0,0.0,43.530729
107,107,63.97832661290322,11.234375,79.92716733870967,-11.8046875,-4.210623619319112e-15,0.0,-6.73699779091058e-15,0.0,0.0,0.03125,0.00390625,-0.03125,-0.01953125,0.0,0.0,0.0,0.0,0.0,43.62825127
108,108,63.977318548387096,11.25,79.89717741935485,-11.8203125,-6.73699779091058e-15,0.0,-1.347399558182116e-14,0.0,0.0,0.0,0.00390625,0.0078125,-0.05078125,0.0,0.0,0.0,0.0,0.0,43.72496447
109,109,63.97757056451611,11.234375,79.87046370967741,-11.875,-5.052748343182935e-15,0.0,0.0,0.0,0.0,0.0078125,0.0,-0.0078125,-0.01171875,0.0,0.0,0.0,0.0,0.0,43.82206471
110,110,63.9780745967742,11.234375,79.84501008064517,-11.9609375,-1.010549668636587e-14,0.0,-5.052748343182935e-15,0.0,0.0,0.0078125,0.0,0.03125,-0.0234375,0.0,0.0,0.0,0.0,0.0,43.91952797
111,111,63.979838709677416,11.234375,79.83392137096773,-11.9453125,-5.052748343182935e-15,0.0,8.421247238638225e-16,0.0,0.0,0.00390625,0.0,0.0,0.01953125,0.0,0.0,0.0,0.0,0.0,44.01750828
112,112,63.98160282258064,11.2421875,79.82232862903226,-11.875,-5.052748343182935e-15,0.0,-9.263371962502048e-15,0.0,0.0,-0.0078125,0.0,-0.0546875,0.015625,0.0,0.0,0.0,0.0,0.0,44.11489154
113,113,63.9828629032258,11.2265625,79.81199596774192,-11.96875,-5.052748343182935e-15,0.0,-9.263371962502048e-15,0.0,0.0,-0.015625,0.0,-0.02734375,-0.0078125,0.0,0.0,0.0,0.0,0.0,44.21336089
114,114,63.982862903225815,11.234375,79.81048387096773,-11.9609375,-1.010549668636587e-14,0.0,0.0,0.0,0.0,-0.01953125,0.0,0.0,0.00390625,0.0,0.0,0.0,0.0,0.0,44.31000209
